,address,num_bedroom,num_bathroom,price,post_code,latitude,longitude,neighborhood,ptype,size
4646,118 Edenbrook Hill Drive,3 bd,3 ba,"789,900",L7A2N7,43.69577,-79.814171,Fletcher's Meadow,house,2000-2500 sqft
4647,73 Langholm Drive,3 bd,2 ba,"829,999",M3M2A5,43.733871,-79.493195,Downsview-Roding-CFB,house,
4648,173 Tavistock Road,4 bd,4 ba,"1,269,000",M3M2A5,43.730984,-79.497963,Downsview-Roding-CFB,house,
4649,104 Calvington Drive,4 bd,6 ba,"2,198,800",M3M2A5,43.732258,-79.490143,Downsview-Roding-CFB,house,3500-5000 sqft
4650,669 Roding Street,4 bd,3 ba,"1,538,000",M3M2A5,43.733738,-79.493668,Downsview-Roding-CFB,house,2000-2500 sqft
4651,41 Tompkins Lane,3 bd,3 ba,"414,900",L1S3E5,43.826637,-79.01133,South West,condo,1200-1399 sqft
4652,703-25 Cumberland Lane,1 bd,1 ba,"379,900",L1S3E5,43.822643,-79.013191,South West,condo,700-799 sqft
4653,17 Clover Ridge Drive,3 bd,2 ba,"510,000",L1S3E5,43.825581,-79.014687,South West,condo,2000-2249 sqft
4654,48 Cumberland Lane,3 bd,2 ba,"439,900",L1S3E5,43.822468,-79.014076,South West,condo,1400-1599 sqft
4655,204-200 Sackville Street,2 bd,2 ba,"728,000",M5A3E5,43.658981,-79.362923,Cabbagetown-South St. James Town,condo,800-899 sqft
4656,1803-55 Regent Park Boulevard,1 bd,1 ba,"579,000",M5A3E5,43.65942,-79.361023,Cabbagetown-South St. James Town,condo,600-699 sqft
4657,50 St. David Street,3 bd,3 ba,"1,150,000",M5A3E5,43.658615,-79.363586,Cabbagetown-South St. James Town,condo,1200-1399 sqft
4658,802-318 King Street,1 bd,1 ba,"729,900",M5A3E5,43.652573,-79.363724,Cabbagetown-South St. James Town,condo,700-799 sqft
4659,201-90 Trinity Street,1 bd,1 ba,"699,000",M5A3E5,43.652481,-79.360931,Cabbagetown-South St. James Town,condo,700-799 sqft
4660,1108-55 Regent Park Boulevard,2 bd,2 ba,"679,900",M5A3E5,43.65942,-79.361023,Cabbagetown-South St. James Town,condo,700-799 sqft
4661,1412-55 Regent Park Boulevard,1 bd,1 ba,"579,900",M5A3E5,43.65942,-79.361023,Cabbagetown-South St. James Town,condo,600-699 sqft
4662,210-549 King Street,2 bd,2 ba,"724,800",M5A3E5,43.655529,-79.35807,Cabbagetown-South St. James Town,condo,800-899 sqft
4663,1601-55 Regent Park Boulevard,1 bd,1 ba,"558,000",M5A3E5,43.65942,-79.361023,Cabbagetown-South St. James Town,condo,600-699 sqft
4664,Ph605-549 King Street,3 bd,2 ba,"1,395,000",M5A3E5,43.655529,-79.35807,Cabbagetown-South St. James Town,condo,1400-1599 sqft
4665,2001-55 Regent Park Boulevard,1 bd,1 ba,"598,000",M5A3E5,43.65942,-79.361023,Cabbagetown-South St. James Town,condo,600-699 sqft
4666,614-200 Sackville Street,2 bd,1 ba,"675,000",M5A3E5,43.658981,-79.362923,Cabbagetown-South St. James Town,condo,700-799 sqft
4667,5-388 Queen Street,1 bd,1 ba,"749,000",M5A3E5,43.656021,-79.363121,Cabbagetown-South St. James Town,condo,2000-2249 sqft
4668,18 Brightview Crescent,3 bd,2 ba,"699,998",M1E3Y3,43.771118,-79.164719,West Hill,house,
4669,24 Flerimac Road,4 bd,4 ba,"1,598,000",M1E3Y3,43.773876,-79.169914,West Hill,house,3000-3500 sqft
4670,9 Ravenview Drive,3 bd,2 ba,"739,900",M1E3Y3,43.768497,-79.163048,West Hill,house,
4671,44 Woodgarden Crescent,3 bd,2 ba,"699,000",M1E3Y3,43.766922,-79.170448,West Hill,house,
4672,48 Lunsfield Crescent,4 bd,3 ba,"848,888",M1S4C5,43.805855,-79.266541,Agincourt North,house,1500-2000 sqft
4673,28 Croach Crescent,3 bd,2 ba,"799,000",M1S4C5,43.808739,-79.260124,Agincourt North,house,1500-2000 sqft
4674,3 Croach Crescent,3 bd,3 ba,"799,000",M1S4C5,43.808155,-79.259361,Agincourt North,house,1500-2000 sqft
4675,823-100 Scottfield Drive,2 bd,2 ba,"302,000",M1S4C5,43.810055,-79.253372,Milliken,condo,800-899 sqft
4676,315-2628 Mccowan Road,2 bd,2 ba,"410,000",M1S4C5,43.80687,-79.266655,Milliken,condo,1000-1199 sqft
4677,525-90 Scottfield Drive,1 bd,1 ba,"289,000",M1S4C5,43.810215,-79.25322,Milliken,condo,600-699 sqft
4678,506-5001 Finch Avenue,2 bd,2 ba,"399,800",M1S4C5,43.807316,-79.267082,Milliken,condo,800-899 sqft
4679,70-435 Middlefield Road,3 bd,4 ba,"820,000",M1S4C5,43.808861,-79.256584,Milliken,condo,1400-1599 sqft
4680,47 Agricola Road,4 bd,4 ba,"990,000",L7A0V3,43.677876,-79.830299,Northwest Brampton,house,2500-3000 sqft
4681,6 Aylesbury Drive,5 bd,5 ba,"1,599,900",L7A0V3,43.677433,-79.833939,Northwest Brampton,house,
4682,25 Veterans Drive,4 bd,3 ba,"1,075,000",L7A0V3,43.675938,-79.829628,Northwest Brampton,house,
4683,25 Veterans Drive,4 bd,3 ba,"1,075,000",L7A0V3,43.675938,-79.829628,Northwest Brampton,house,
4684,1101-155 Cumberland Street,2 bd,3 ba,"6,995,000",M5R1H4,43.669678,-79.393066,Annex,condo,2500-2749 sqft
4685,311-32 Davenport Road,2 bd,2 ba,"999,900",M5R1H4,43.673271,-79.389893,Annex,condo,900-999 sqft
4686,604-155 Yorkville Avenue,1 bd,1 ba,"685,000",M5R1H4,43.670319,-79.394432,Annex,condo,500-599 sqft
4687,301-8 Scollard Street,1 bd,1 ba,"539,000",M5R1H4,43.672592,-79.388634,Annex,condo,500-599 sqft
4688,2804-155 Yorkville Avenue,1 bd,1 ba,"748,000",M5R1H4,43.670319,-79.394432,Annex,condo,600-699 sqft
4689,5401-50 Yorkville Avenue,2 bd,4 ba,"12,900,000",M5R1H4,43.67173,-79.389694,Annex,condo,3750-3999 sqft
4690,405-181 Davenport Road,2 bd,1 ba,"1,050,000",M5R1H4,43.674984,-79.393791,Annex,condo,700-799 sqft
4691,904-155 Yorkville Avenue,1 bd,1 ba,"798,000",M5R1H4,43.670319,-79.394432,Annex,condo,500-599 sqft
4692,2001-32 Davenport Road,- bd,1 ba,"449,900",M5R1H4,43.673271,-79.389893,Annex,condo,0-499 sqft
4693,504-77 Avenue Road,2 bd,3 ba,"1,680,000",M5R1H4,43.671898,-79.394928,Annex,condo,1600-1799 sqft
4694,508-3 Mc Alpine Street,3 bd,4 ba,"3,390,000",M5R1H4,43.673889,-79.390732,Annex,condo,3500-3749 sqft
4695,3204-50 Yorkville Avenue,2 bd,3 ba,"5,500,000",M5R1H4,43.67173,-79.389694,Annex,condo,2250-2499 sqft
4696,1502-15 Mcmurrich Street,2 bd,2 ba,"1,599,000",M5R1H4,43.673321,-79.389481,Annex,condo,1800-1999 sqft
4697,2601-55 Scollard Street,2 bd,3 ba,"2,795,000",M5R1H4,43.672295,-79.389549,Annex,condo,1400-1599 sqft
4698,313-77 Avenue Road,2 bd,3 ba,"2,990,000",M5R1H4,43.671898,-79.394928,Annex,condo,2750-2999 sqft
4699,1104-900 Yonge Street,2 bd,2 ba,"1,498,900",M5R1H4,43.673542,-79.388329,Annex,condo,1600-1799 sqft
4700,1718-155 Yorkville Avenue,2 bd,2 ba,"938,000",M5R1H4,43.670319,-79.394432,Annex,condo,700-799 sqft
4701,301-133 Hazelton Avenue,1 bd,1 ba,"928,000",M5R1H4,43.674892,-79.394569,Annex,condo,700-799 sqft
4702,201-55 Scollard Street,1 bd,2 ba,"1,795,000",M5R1H4,43.672295,-79.389549,Annex,condo,1000-1199 sqft
4703,2603-55 Scollard Street,2 bd,3 ba,"3,425,000",M5R1H4,43.672295,-79.389549,Annex,condo,1800-1999 sqft
4704,Lph1-38 Avenue Road,3 bd,5 ba,"8,100,000",M5R1H4,43.670399,-79.39502,Annex,condo,4250-4499 sqft
4705,1707 *-175 Cumberland Street,6 bd,7 ba,"8,800,000",M5R1H4,43.669632,-79.39399,Annex,condo,5000 sqft
4706,508-99 Avenue Road,1 bd,1 ba,"849,800",M5R1H4,43.672462,-79.395485,Annex,condo,900-999 sqft
4707,201-15 Mcmurrich Street,2 bd,2 ba,"790,000",M5R1H4,43.673321,-79.389481,Annex,condo,1400-1599 sqft
4708,407-39 Sherbourne Street,1 bd,1 ba,"679,900",M5A4J6,43.65115,-79.367981,Moss Park,condo,600-699 sqft
4709,2108-400 Adelaide Street,1 bd,2 ba,"649,000",M5A4J6,43.652779,-79.36776,Moss Park,condo,600-699 sqft
4710,304-138 Princess Street,1 bd,1 ba,"509,000",M5A4J6,43.651218,-79.367279,Moss Park,condo,500-599 sqft
4711,802-318 King Street,1 bd,1 ba,"729,900",M5A4J6,43.652573,-79.363724,Moss Park,condo,700-799 sqft
4712,201-90 Trinity Street,1 bd,1 ba,"699,000",M5A4J6,43.652481,-79.360931,Moss Park,condo,700-799 sqft
4713,521-33 Mill Street,1 bd,1 ba,"750,000",M5A4J6,43.650242,-79.360924,Moss Park,condo,700-799 sqft
4714,1403-39 Sherbourne Street,2 bd,2 ba,"839,900",M5A4J6,43.65115,-79.367981,Moss Park,condo,900-999 sqft
4715,211-12 Bonnycastle Street,1 bd,1 ba,"519,000",M5A4J6,43.646099,-79.365135,Moss Park,condo,0-499 sqft
4716,1703-460 Adelaide Street,- bd,1 ba,"379,900",M5A4J6,43.652756,-79.366508,Moss Park,condo,0-499 sqft
4717,2109-460 Adelaide Street,1 bd,1 ba,"589,000",M5A4J6,43.652756,-79.366508,Moss Park,condo,600-699 sqft
4718,202-230 King Street,1 bd,1 ba,"575,000",M5A4J6,43.651474,-79.368172,Moss Park,condo,500-599 sqft
4719,901-222 The Esplanade Avenue,2 bd,1 ba,"579,900",M5A4J6,43.649544,-79.365501,Moss Park,condo,800-899 sqft
4720,510-460 Adelaide Street,1 bd,1 ba,"568,800",M5A4J6,43.652756,-79.366508,Moss Park,condo,600-699 sqft
4721,1019-460 Adelaide Street,1 bd,1 ba,"565,888",M5A4J6,43.652756,-79.366508,Moss Park,condo,600-699 sqft
4722,409-39 Parliament Street,1 bd,1 ba,"465,000",M5A4J6,43.649746,-79.361588,Moss Park,condo,0-499 sqft
4723,2711-12 Bonnycastle Street,1 bd,1 ba,"730,000",M5A4J6,43.646099,-79.365135,Moss Park,condo,600-699 sqft
4724,519-400 Adelaide Street,1 bd,1 ba,"638,800",M5A4J6,43.652779,-79.36776,Moss Park,condo,600-699 sqft
4725,2102-158 Front Street,2 bd,2 ba,"1,328,900",M5A4J6,43.650303,-79.368233,Moss Park,condo,1000-1199 sqft
4726,2202-158 Front Street,2 bd,2 ba,"1,329,900",M5A4J6,43.650303,-79.368233,Moss Park,condo,1000-1199 sqft
4727,2303-158 Front Street,2 bd,2 ba,"929,000",M5A4J6,43.650303,-79.368233,Moss Park,condo,700-799 sqft
4728,2604-158 Front Street,2 bd,2 ba,"1,045,000",M5A4J6,43.650303,-79.368233,Moss Park,condo,900-999 sqft
4729,2805-33 Mill Street,2 bd,2 ba,"1,549,000",M5A4J6,43.650242,-79.360924,Moss Park,condo,1000-1199 sqft
4730,536-33 Mill Street,1 bd,1 ba,"899,000",M5A4J6,43.650242,-79.360924,Moss Park,condo,1000-1199 sqft
4731,2210-460 Adelaide Street,1 bd,1 ba,"480,000",M5A4J6,43.652756,-79.366508,Moss Park,condo,500-599 sqft
4732,134-5 Elsie Lane,2 bd,2 ba,"749,900",M6P3P8,43.660088,-79.451118,Dovercourt-Wallace Emerson-Junction,condo,800-899 sqft
4733,Th503-5 Sousa Mendes Street,2 bd,3 ba,"998,000",M6P3P8,43.661072,-79.452477,Dovercourt-Wallace Emerson-Junction,condo,1400-1599 sqft
4734,802-45 Sousa Mendes Street,1 bd,1 ba,"475,000",M6P3P8,43.66177,-79.453583,Dovercourt-Wallace Emerson-Junction,condo,500-599 sqft
4735,C107-245 Perth Avenue,1 bd,1 ba,"799,000",M6P3P8,43.661407,-79.450592,Dovercourt-Wallace Emerson-Junction,condo,1000-1199 sqft
4736,1267 King Street,9 bd,10 ba,"1,450,000",M6K2V3,43.638058,-79.431068,South Parkdale,townhouse,
4737,1392 King Street,6 bd,4 ba,"2,477,000",M6K2V3,43.637489,-79.435303,South Parkdale,townhouse,
4738,69 Cowan Avenue,3 bd,3 ba,"1,389,000",M6K2V3,43.63599,-79.430977,South Parkdale,townhouse,
4739,96 Springhurst Avenue,6 bd,6 ba,"1,890,000",M6K2V3,43.634342,-79.435692,South Parkdale,townhouse,
4740,26 Maynard Avenue,9 bd,15 ba,"2,395,000",M6K2V3,43.637882,-79.437927,South Parkdale,townhouse,5000 sqft
4741,71 Redwater Drive,3 bd,2 ba,"775,000",M9W2H8,43.718697,-79.561028,Elms-Old Rexdale,house,
4742,9 Hackmore Avenue,4 bd,2 ba,"829,900",M9W2H8,43.726025,-79.557465,Elms-Old Rexdale,house,
4743,3 Byng Avenue,4 bd,4 ba,"1,139,900",M9W2H8,43.726257,-79.550621,Elms-Old Rexdale,house,2000-2500 sqft
4744,59 Elmhurst Drive,4 bd,3 ba,"899,900",M9W2H8,43.723469,-79.556381,Elms-Old Rexdale,house,
4745,2 Gosfield Gate,3 bd,3 ba,"899,900",M9W2H8,43.725956,-79.560631,Elms-Old Rexdale,house,
4746,9 Sherin Court,3 bd,2 ba,"1,188,888",M9P2E8,43.695316,-79.538658,Kingsview Village-The Westway,house,
4747,27 Baleberry Crescent,3 bd,2 ba,"899,888",M9P2E8,43.691505,-79.539291,Kingsview Village-The Westway,house,
4748,40 Rowse Crescent,3 bd,2 ba,"899,999",M9P2E8,43.691509,-79.542221,Kingsview Village-The Westway,house,
4749,60 Ruscoe Crescent,4 bd,4 ba,"1,799,000",M9P2E8,43.693295,-79.534195,Kingsview Village-The Westway,house,
4750,75 Sussex Avenue,3 bd,2 ba,"1,288,888",L4C1J2,43.875877,-79.421135,Crosby,house,1100-1500 sqft
4751,162 Norfolk Avenue,4 bd,1 ba,"1,250,000",L4C1J2,43.873634,-79.422806,Crosby,house,
4752,422 Fernleigh Circle,3 bd,2 ba,"1,078,000",L4C1J2,43.87751,-79.41806,Crosby,house,
4753,92 Beaverton Road,3 bd,2 ba,"1,150,000",L4C1J2,43.875458,-79.420425,Crosby,house,
4754,436 Bent Crescent,5 bd,6 ba,"2,800,000",L4C1J2,43.878452,-79.417702,Crosby,house,3500-5000 sqft
4755,427 Bent Crescent,3 bd,2 ba,"1,369,000",L4C1J2,43.87878,-79.418236,Crosby,house,
4756,#717-309 Major Mackenzie Drive,1 bd,2 ba,"394,800",L4C1J2,43.872822,-79.427307,Crosby,condo,800-899 sqft
4757,614-326 Major Mackenzie Drive,1 bd,1 ba,"419,900",L4C1J2,43.874199,-79.428032,Crosby,condo,800-899 sqft
4758,325 Cheryl Mews Boulevard,4 bd,5 ba,"999,999",L3X3G1,44.053852,-79.501076,Woodland Hill,house,3000-3500 sqft
4759,82 Patti Mcculloch Way,4 bd,3 ba,"769,500",L3X3G1,44.055161,-79.5009,Woodland Hill,house,1500-2000 sqft
4760,320 Dowson Loop ,4 bd,4 ba,"869,000",L3X3G1,44.054199,-79.500862,Woodland Hill,house,
4761,229 Ray Snow Boulevard,3 bd,3 ba,"749,990",L3X3G1,44.056477,-79.50161,Woodland Hill,house,
4762,233 Woodspring Avenue,4 bd,4 ba,"950,000",L3X3G1,44.056202,-79.501038,Woodland Hill,house,
4763,386 Dowson Loop ,4 bd,5 ba,"959,000",L3X3G1,44.05555,-79.502945,Woodland Hill,house,
4764,206 Ray Snow Boulevard,4 bd,5 ba,"975,000",L3X3G1,44.056702,-79.50367,Woodland Hill,house,2500-3000 sqft
4765,51 Mynden Way,4 bd,5 ba,"959,000",L3X3G1,44.056183,-79.493416,Woodland Hill,house,
4766,317 Cheryl Mews Boulevard,4 bd,4 ba,"999,000",L3X3G1,44.054012,-79.50042,Woodland Hill,house,3000-3500 sqft
4767,83 Crowther Drive,4 bd,3 ba,"914,900",L3X3G1,44.055298,-79.501526,Woodland Hill,house,2667 sqft
4768,242 Karl Rose Trail,4 bd,3 ba,"820,000",L3X3G1,44.057495,-79.500923,Woodland Hill,house,2000-2500 sqft
4769,126 Vantage Loop Avenue,4 bd,5 ba,"988,000",L3X3G1,44.054436,-79.491615,Woodland Hill,house,2500-3000 sqft
4770,147 Tango Crescent,4 bd,5 ba,"950,000",L3X3G1,44.055244,-79.494164,Woodland Hill,house,2500-3000 sqft
4771,103 Alfred Smith Way,4 bd,4 ba,"699,000",L3X3G1,44.05938,-79.491951,Woodland Hill,townhouse,
4772,273 Chilcott Crescent,4 bd,3 ba,"645,500",L3X3G1,44.053322,-79.498085,Woodland Hill,townhouse,1500-2000 sqft
4773,Lot93B1-88 Allure Street,3 bd,4 ba,"904,990",L3X3G1,44.053867,-79.494331,Woodland Hill,townhouse,2500-3000 sqft
4774,87 Tango Crescent,3 bd,3 ba,"735,000",L3X3G1,44.055454,-79.493149,Woodland Hill,townhouse,
4775,87 Tango Crescent,3 bd,3 ba,"735,000",L3X3G1,44.055454,-79.493149,Woodland Hill,townhouse,1500-2000 sqft
4776,1176 Wakefield Crescent,4 bd,2 ba,"599,900",L1H7H7,43.901134,-78.818375,Donevan,house,
4777,103 Thorncliffe Street,3 bd,2 ba,"609,900",L1H7H7,43.903172,-78.818024,Donevan,house,
4778,1216 Belvedere Avenue,3 bd,2 ba,"489,900",L1H7H7,43.905365,-78.818596,Donevan,house,
4779,2397 Dress Circle,4 bd,4 ba,"995,000",L1H7H7,43.906666,-78.816948,Donevan,house,3000-3500 sqft
4780,114 Sewell Drive,4 bd,4 ba,"1,579,000",L6H1Z3,43.461384,-79.696556,College Park,house,2112 sqft
4781,114 Sewell Drive,3 bd,4 ba,"1,579,000",L6H1Z3,43.461266,-79.696327,College Park,house,2000-2500 sqft
4782,1105 Truman Avenue,4 bd,5 ba,"2,598,000",L6H1Z3,43.457737,-79.694077,College Park,house,3500-5000 sqft
4783,806-1230 Marlborough Court,2 bd,2 ba,"449,000",L6H1Z3,43.467285,-79.692886,College Park,condo,1207 sqft
4784,610-1240 Marlborough Court,3 bd,3 ba,"569,000",L6H1Z3,43.466534,-79.692741,College Park,condo,1600-1799 sqft
4785,1010-1240 Marlborough Court,3 bd,3 ba,"560,000",L6H1Z3,43.466534,-79.692741,College Park,condo,1600-1799 sqft
4786,26 Sonoma Way,3 bd,3 ba,"739,900",M9V5B4,43.755287,-79.602242,West Humber-Clairville,house,
4787,17 Cabernet Circle,3 bd,3 ba,"789,000",M9V5B4,43.75259,-79.603951,West Humber-Clairville,house,
4788,35 Cassis Drive,4 bd,3 ba,"879,900",M9V5B4,43.752018,-79.602089,West Humber-Clairville,house,
4789,89 Burnt Bark Drive,3 bd,4 ba,"799,000",M1V1S4,43.81543,-79.313194,L'Amoreaux,house,
4790,40 Eastlea Crescent,4 bd,4 ba,"1,150,000",M1V1S4,43.796829,-79.30098,L'Amoreaux,house,2000-2500 sqft
4791,69 Rainier Square,4 bd,4 ba,"1,050,000",M1V1S4,43.796398,-79.303261,L'Amoreaux,house,
4792,161 Wintermute Boulevard,3 bd,3 ba,"1,080,000",M1V1S4,43.817047,-79.318275,L'Amoreaux,house,
4793,67 Bellrock Drive,4 bd,4 ba,"1,289,000",M1V1S4,43.815559,-79.291557,L'Amoreaux,house,2000-2500 sqft
4794,3 Nearwood Gate,3 bd,3 ba,"899,000",M1V1S4,43.795292,-79.301506,L'Amoreaux,house,1100-1500 sqft
4795,90 Castle Hill Drive,3 bd,1 ba,"900,000",M1V1S4,43.798012,-79.299789,L'Amoreaux,house,
4796,21 Bellbrook Road,3 bd,2 ba,"1,088,000",M1V1S4,43.799461,-79.292732,L'Amoreaux,house,
4797,33 Andes Road,4 bd,5 ba,"1,299,000",M1V1S4,43.797836,-79.300392,L'Amoreaux,house,
4798,170 Wintermute Boulevard,4 bd,3 ba,"1,229,000",M1V1S4,43.816811,-79.317703,L'Amoreaux,house,
4799,96-270 Timberbank Boulevard,4 bd,3 ba,"539,900",M1V1S4,43.797626,-79.30674,L'Amoreaux,condo,1400-1599 sqft
4800,1709-45 Silver Springs Boulevard,3 bd,2 ba,"448,888",M1V1S4,43.800812,-79.305038,L'Amoreaux,condo,1200-1399 sqft
4801,1402-3151 Bridletowne Circle,2 bd,2 ba,"389,800",M1V1S4,43.797672,-79.319885,L'Amoreaux,condo,1400-1599 sqft
4802,6-40 Wayside Avenue,3 bd,2 ba,"549,900",M1V1S4,43.800671,-79.299728,L'Amoreaux,condo,1200-1399 sqft
4803,2311-2330 Bridletowne Circle,1 bd,2 ba,"489,000",M1V1S4,43.799725,-79.316254,L'Amoreaux,condo,1200-1399 sqft
4804,1604-3151 Bridletowne Circle,2 bd,2 ba,"368,000",M1V1S4,43.797672,-79.319885,L'Amoreaux,condo,1400-1599 sqft
4805,502-3151 Bridletowne Circle,2 bd,2 ba,"299,000",M1V1S4,43.797672,-79.319885,L'Amoreaux,condo,1400-1599 sqft
4806,Ph 12-2330 Bridletowne Circle,2 bd,2 ba,"585,000",M1V1S4,43.799725,-79.316254,L'Amoreaux,condo,1600-1799 sqft
4807,710-100 Echo Private,2 bd,2 ba,"299,000",M1V1S4,43.798615,-79.314728,L'Amoreaux,condo,1000-1199 sqft
4808,409-100 Echo Private,3 bd,1 ba,"371,900",M1V1S4,43.798615,-79.314728,L'Amoreaux,condo,1200-1399 sqft
4809,2202-3151 Bridletowne Circle,2 bd,2 ba,"410,000",M1V1S4,43.797672,-79.319885,L'Amoreaux,condo,1400-1599 sqft
4810,1607-100 Echo Private,3 bd,2 ba,"382,000",M1V1S4,43.798615,-79.314728,L'Amoreaux,condo,1200-1399 sqft
4811,2305-100 Echo Private,3 bd,2 ba,"406,900",M1V1S4,43.798615,-79.314728,L'Amoreaux,condo,1000-1199 sqft
4812,1012-2050 Bridletowne Circle,3 bd,2 ba,"395,000",M1V1S4,43.798569,-79.313416,L'Amoreaux,condo,1200-1399 sqft
4813,67-121 L'amoreaux Drive,3 bd,2 ba,"598,000",M1V1S4,43.799721,-79.310005,L'Amoreaux,condo,1200-1399 sqft
4814,1910-2330 Bridletowne Circle,2 bd,2 ba,"634,900",M1V1S4,43.799725,-79.316254,L'Amoreaux,condo,1600-1799 sqft
4815,28-3075 Bridletowne Circle,3 bd,3 ba,"698,888",M1V1S4,43.800259,-79.320663,L'Amoreaux,condo,1200-1399 sqft
4816,146-270 Timberbank Boulevard,4 bd,2 ba,"558,000",M1V1S4,43.797626,-79.30674,L'Amoreaux,condo,1400-1599 sqft
4817,1106-3151 Bridletowne Circle,2 bd,2 ba,"398,000",M1V1S4,43.797672,-79.319885,L'Amoreaux,condo,1400-1599 sqft
4818,48 Altamont Road,4 bd,5 ba,"2,789,000",M2N2J2,43.780422,-79.427551,Willowdale West,house,3500-5000 sqft
4819,149 Finch Avenue,3 bd,2 ba,"1,799,000",M2N2J2,43.776657,-79.428238,Willowdale West,house,
4820,59 Lurgan Drive,4 bd,5 ba,"2,238,000",M2N2J2,43.773476,-79.432983,Willowdale West,house,3500-5000 sqft
4821,55 Yorkview Drive,4 bd,2 ba,"1,800,000",M2N2J2,43.773144,-79.429222,Willowdale West,house,
4822,66 Bevdale Road,3 bd,4 ba,"2,088,000",M2N2J2,43.775089,-79.432671,Willowdale West,house,
4823,8 Bevdale Road,4 bd,7 ba,"3,288,000",M2N2J2,43.776257,-79.427422,Willowdale West,house,3500-5000 sqft
4824,16 Grantbrook Street,6 bd,4 ba,"1,539,000",M2N2J2,43.777332,-79.432281,Willowdale West,house,
4825,9 Calderon Crescent,5 bd,7 ba,"2,749,813",M2N2J2,43.779007,-79.433525,Willowdale West,house,3500-5000 sqft
4826,187 Finch Avenue,- bd,3 ba,"1,999,000",M2N2J2,43.775959,-79.431641,Willowdale West,house,2000-2500 sqft
4827,66 Yorkview Drive,3 bd,2 ba,"1,998,000",M2N2J2,43.773258,-79.430458,Willowdale West,house,
4828,806-1230 Marlborough Court,2 bd,2 ba,"449,000",L6H1E3,43.467285,-79.692886,College Park,condo,1207 sqft
4829,806-1230 Marlborough Court,2 bd,2 ba,"449,000",L6H1E3,43.467079,-79.692284,College Park,condo,1200-1399 sqft
4830,610-1240 Marlborough Court,3 bd,3 ba,"569,000",L6H1E3,43.466534,-79.692741,College Park,condo,1600-1799 sqft
4831,1010-1240 Marlborough Court,3 bd,3 ba,"560,000",L6H1E3,43.466534,-79.692741,College Park,condo,1600-1799 sqft
4832,28 Little Britain Crescent,4 bd,4 ba,"1,199,000",L6Y6B1,43.630451,-79.789474,Bram West,house,2500-3000 sqft
4833,10 Malaspina Close,4 bd,5 ba,"1,529,905",L6Y6B1,43.624466,-79.783073,Bram West,house,
4834,75 Little Britain Crescent,5 bd,4 ba,"1,225,000",L6Y6B1,43.629723,-79.789749,Bram West,house,
4835,21 Malaspina Close,5 bd,5 ba,"1,760,000",L6Y6B1,43.624466,-79.783073,Bram West,house,3500-5000 sqft
4836,51 Edinburgh Drive,4 bd,3 ba,"819,000",L6Y6B1,43.632652,-79.787422,BRBW - Bram West,townhouse,2000-2500 sqft
4837,396 Rivermont Road,4 bd,4 ba,"725,000",L6Y6B1,43.624203,-79.787354,BRBW - Bram West,townhouse,
4838,400 Rivermont Road,4 bd,4 ba,"839,000",L6Y6B1,43.624401,-79.787819,BRBW - Bram West,townhouse,2245 sqft
4839,400 Rivermont Road,4 bd,4 ba,"839,000",L6Y6B1,43.624203,-79.787354,BRBW - Bram West,townhouse,2000-2500 sqft
4840,80-248 John Garland Boulevard,3 bd,2 ba,"384,900",M9V3W9,43.733513,-79.593178,West Humber-Clairville,condo,1200-1399 sqft
4841,140-254 John Garland Boulevard,4 bd,3 ba,"425,000",M9V3W9,43.734379,-79.592903,West Humber-Clairville,condo,1200-1399 sqft
4842,192-262 John Garland Boulevard,3 bd,3 ba,"415,000",M9V3W9,43.734989,-79.591232,West Humber-Clairville,condo,1200-1399 sqft
4843,152-254 John Garland Boulevard,4 bd,3 ba,"432,000",M9V3W9,43.734379,-79.592903,West Humber-Clairville,condo,1200-1399 sqft
4844,193-262 John Garland Boulevard,3 bd,2 ba,"409,000",M9V3W9,43.734989,-79.591232,West Humber-Clairville,condo,1200-1399 sqft
4845,118-256 John Garland Boulevard,3 bd,2 ba,"429,000",M9V3W9,43.734016,-79.59082,West Humber-Clairville,condo,1200-1399 sqft
4846,108-250 John Garland Boulevard,3 bd,2 ba,"379,900",M9V3W9,43.734161,-79.593491,West Humber-Clairville,condo,1200-1399 sqft
4847,97-250 John Garland Boulevard,3 bd,2 ba,"419,000",M9V3W9,43.734161,-79.593491,West Humber-Clairville,condo,1200-1399 sqft
4848,125-256 John Garland Boulevard,3 bd,2 ba,"399,000",M9V3W9,43.734016,-79.59082,West Humber-Clairville,condo,1200-1399 sqft
4849,117 Morgan Avenue,3 bd,1 ba,"1,238,000",L3T2L5,43.808399,-79.411591,Thornhill,house,
4850,66 Johnson Street,3 bd,4 ba,"1,999,000",L3T2L5,43.814831,-79.409264,Thornhill,house,
4851,129 Tiago Avenue,3 bd,3 ba,"989,900",M1L1V6,43.712486,-79.299698,O'Connor-Parkview,house,
4852,1 Stamford Square,3 bd,3 ba,"849,900",M1L1V6,43.711235,-79.29541,O'Connor-Parkview,house,
4853,84 Peard Road,4 bd,4 ba,"1,098,000",M1L1V6,43.710751,-79.297409,O'Connor-Parkview,house,
4854,101 Westbourne Avenue,4 bd,5 ba,"1,199,000",M1L1V6,43.705818,-79.291145,O'Connor-Parkview,house,
4855,140 Westbourne Avenue,2 bd,2 ba,"999,000",M1L1V6,43.708164,-79.292671,O'Connor-Parkview,house,
